Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
population,RSAF,billion * people,0.17262,0.191656,0.211056,0.230495,0.249617,0.268058,0.285462,0.30155,0.316365,0.32998,0.342272,0.353126,0.362671,0.370973,0.377615,0.382396,0.386448,0.390869,0.39528,0.399091,0.402345,0.405202,0.407645,0.409628,0.411177,0.41231,0.412944
global_population,Global,billion * people,7.6715,8.0137,8.32768,8.6093,8.85718,9.06981,9.24254,9.3716,9.45997,9.51206,9.5311,9.51983,9.48023,9.4144,9.32571,9.21893,9.10323,8.98822,8.88076,8.78574,8.70278,8.63055,8.5693,8.51941,8.48031,8.45176,8.43581
baseline_GDP,CAN,USD2005 * trillion / year,1.53652,1.69713,1.86741,2.05446,2.25255,2.45395,2.65568,2.85902,3.07731,3.32224,3.58666,3.85994,4.13649,4.41287,4.68955,4.96829,5.25244,5.54115,5.81533,6.05635,6.26564,6.44822,6.60337,6.72965,6.82853,6.90074,6.94111
baseline_GDP,USA,USD2005 * trillion / year,16.4132,18.3457,20.2036,21.8921,23.4361,24.8876,26.2899,27.6842,29.1133,30.5993,32.0806,33.4938,34.8504,36.1714,37.4396,38.6444,39.8405,41.0676,42.2413,43.2704,44.162,44.9404,45.6025,46.1412,46.5628,46.8708,47.043
baseline_GDP,MEX,USD2005 * trillion / year,1.94717,2.27636,2.63567,3.01939,3.43194,3.87923,4.36306,4.88377,5.44019,6.03115,6.65722,7.31845,8.01123,8.73262,9.48612,10.2743,11.0898,11.914,12.6935,13.3798,13.9765,14.4968,14.9387,15.2985,15.5802,15.7859,15.9009
baseline_GDP,RCAM,USD2005 * trillion / year,1.00029,1.2097,1.45321,1.72489,2.03117,2.37981,2.77153,3.20614,3.68679,4.21672,4.79623,5.42474,6.10119,6.82432,7.59267,8.4027,9.24276,10.091,10.8929,11.5989,12.2129,12.7483,13.203,13.5731,13.863,14.0747,14.193
baseline_GDP,BRA,USD2005 * trillion / year,2.69705,3.15384,3.6183,4.06052,4.49194,4.93047,5.37844,5.83291,6.28555,6.73029,7.1757,7.62978,8.08365,8.52827,8.97067,9.4204,9.88111,10.3484,10.7916,11.1813,11.5199,11.8152,12.0662,12.2704,12.4303,12.5471,12.6124
baseline_GDP,RSAM,USD2005 * trillion / year,2.98887,3.57507,4.21119,4.89162,5.61838,6.39456,7.22002,8.09337,9.01146,9.9694,10.957,11.9651,12.9939,14.0431,15.1015,16.1607,17.2362,18.3305,19.3709,20.2851,21.0787,21.7711,22.3595,22.8384,23.2134,23.4873,23.6404
baseline_GDP,NAF,USD2005 * trillion / year,1.38627,1.76784,2.22272,2.72196,3.26706,3.8656,4.51882,5.22676,5.99103,6.80874,7.65737,8.51531,9.38416,10.2687,11.1632,12.0631,12.979,13.9101,14.7947,15.5722,16.2473,16.8362,17.3367,17.7441,18.063,18.296,18.4262
baseline_GDP,WAF,USD2005 * trillion / year,1.18514,1.6339,2.22972,2.99815,3.99985,5.30603,6.99485,9.14685,11.8449,15.1688,19.1834,23.9386,29.4378,35.6886,42.7617,50.6563,59.022,67.4041,75.2822,82.2333,88.2904,93.5678,98.0466,101.694,104.551,106.637,107.803
baseline_GDP,EAF,USD2005 * trillion / year,0.533812,0.720278,0.968857,1.29133,1.71784,2.28257,3.01738,3.95521,5.13565,6.599,8.38191,10.5141,13.0015,15.8548,19.1289,22.8384,26.7912,30.7439,34.4534,37.7282,40.5832,43.0703,45.1806,46.899,48.2455,49.2285,49.7779
baseline_GDP,SAF,USD2005 * trillion / year,0.66943,0.811315,0.966857,1.12781,1.29292,1.46284,1.63895,1.82243,2.01279,2.20863,2.40644,2.60273,2.79614,2.98519,3.1657,3.33551,3.50327,3.67571,3.84084,3.98557,4.1109,4.22034,4.31344,4.38918,4.44847,4.49177,4.51598
baseline_GDP,WEU,USD2005 * trillion / year,14.33,15.4234,16.6376,17.951,19.3624,20.8734,22.4735,24.1578,25.9531,27.8757,29.8675,31.8688,33.8879,35.9433,38.0249,40.1235,42.2616,44.4344,46.4982,48.3123,49.8875,51.2617,52.4295,53.3799,54.1241,54.6676,54.9714
baseline_GDP,CEU,USD2005 * trillion / year,2.48099,2.82367,3.18159,3.53437,3.86824,4.17543,4.46529,4.75172,5.04952,5.36639,5.6805,5.96935,6.23729,6.49502,6.7519,7.01536,7.28636,7.56081,7.82082,8.04958,8.24839,8.42177,8.56906,8.68895,8.78285,8.85141,8.88974
baseline_GDP,TUR,USD2005 * trillion / year,1.35505,1.6187,1.89464,2.18024,2.47721,2.78748,3.10948,3.4412,3.7826,4.13284,4.48612,4.83687,5.18552,5.53306,5.87671,6.21512,6.55653,6.90474,7.23635,7.52756,7.78021,8.00069,8.1881,8.34062,8.46003,8.54724,8.59599
baseline_GDP,UKR,USD2005 * trillion / year,0.514806,0.609833,0.718391,0.831452,0.943623,1.05228,1.16223,1.27958,1.40819,1.54856,1.68994,1.82208,1.94806,2.07284,2.19561,2.31527,2.4354,2.55814,2.67519,2.77793,2.86702,2.94479,3.0109,3.0647,3.10682,3.13758,3.15477
baseline_GDP,STAN,USD2005 * trillion / year,0.589091,0.783268,0.992307,1.20021,1.39576,1.571,1.72631,1.86706,2.01028,2.16965,2.33399,2.49013,2.64213,2.79676,2.95458,3.11499,3.27895,3.44538,3.60332,3.74219,3.86281,3.96803,4.05743,4.1302,4.18718,4.22879,4.25205
baseline_GDP,RUS,USD2005 * trillion / year,2.95513,3.4687,4.00216,4.51731,4.97073,5.33657,5.66453,6.01455,6.41192,6.85959,7.30564,7.70096,8.06236,8.41721,8.76898,9.11719,9.46932,9.82815,10.1697,10.4696,10.7299,10.9571,11.1501,11.3073,11.4303,11.5201,11.5703
baseline_GDP,ME,USD2005 * trillion / year,3.70371,4.5031,5.39119,6.34335,7.33269,8.33924,9.373,10.4533,11.6065,12.8504,14.1612,15.5129,16.9131,18.3744,19.8949,21.4693,23.0907,24.732,26.2864,27.6542,28.843,29.8798,30.7605,31.4774,32.0388,32.4488,32.6779
baseline_GDP,INDIA,USD2005 * trillion / year,6.85778,9.22264,12.0082,15.1754,18.7397,22.719,27.0884,31.8133,36.8648,42.1995,47.7107,53.292,58.8996,64.4924,69.9783,75.3073,80.6495,86.1108,91.3206,95.893,99.8575,103.318,106.26,108.654,110.529,111.898,112.663
baseline_GDP,KOR,USD2005 * trillion / year,1.89921,2.21496,2.51764,2.78351,3.01389,3.21506,3.38826,3.53377,3.65303,3.74893,3.82893,3.90029,3.96495,4.02274,4.0703,4.1058,4.13659,4.16988,4.20288,4.23145,4.25591,4.27736,4.29568,4.31057,4.3222,4.3307,4.33545
baseline_GDP,CHN,USD2005 * trillion / year,24.5335,32.5733,40.2325,46.7089,52.2061,57.0457,61.0155,63.9065,66.0571,67.8444,69.2547,70.2119,70.7824,71.0677,71.1663,71.1691,71.1393,71.1212,71.1124,71.102,71.0909,71.0818,71.0747,71.0688,71.0639,71.0605,71.0586
baseline_GDP,SEAS,USD2005 * trillion / year,2.99228,3.74032,4.57008,5.45942,6.41866,7.46168,8.58398,9.77812,11.0435,12.3777,13.7656,15.1898,16.6386,18.1021,19.572,21.0463,22.5453,24.0699,25.5187,26.7919,27.8974,28.8618,29.6814,30.3484,30.8707,31.2521,31.4654
baseline_GDP,INDO,USD2005 * trillion / year,1.74058,2.33761,3.02417,3.77199,4.57415,5.42706,6.31912,7.23671,8.16614,9.09483,10.0147,10.9213,11.8203,12.716,13.597,14.4561,15.3189,16.2003,17.0407,17.7785,18.4182,18.9766,19.4514,19.8377,20.1401,20.361,20.4845
baseline_GDP,JAP,USD2005 * trillion / year,4.30036,4.53306,4.74185,4.89816,5.02542,5.15448,5.29402,5.44553,5.60412,5.76318,5.91593,6.05805,6.19547,6.33492,6.47629,6.61843,6.76304,6.91008,7.0498,7.1726,7.27921,7.37222,7.45126,7.51559,7.56597,7.60275,7.62332
baseline_GDP,OCE,USD2005 * trillion / year,1.16657,1.33173,1.49989,1.67006,1.84826,2.04008,2.24211,2.45126,2.6745,2.91773,3.17234,3.42795,3.68144,3.93187,4.17959,4.42607,4.67602,4.93047,5.17245,5.38506,5.5696,5.73062,5.86746,5.97883,6.06603,6.12972,6.16532
baseline_GDP,RSAS,USD2005 * trillion / year,1.345,1.74856,2.24616,2.84249,3.56145,4.42901,5.46006,6.66887,8.0782,9.70971,11.5722,13.6664,15.9733,18.4788,21.2098,24.1778,27.2936,30.4259,33.3773,35.9791,38.2443,40.2186,41.8946,43.2591,44.3281,45.1086,45.5448
baseline_GDP,RSAF,USD2005 * trillion / year,0.480387,0.616801,0.777012,0.968851,1.21861,1.55513,1.99896,2.56929,3.28822,4.17814,5.25988,6.55127,8.05979,9.79672,11.7989,14.0763,16.5066,18.9357,21.2144,23.2263,24.9806,26.5087,27.8052,28.8611,29.6883,30.2924,30.6299
baseline_emissions,CAN,gigatCO2 / year,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline_emissions,USA,gigatCO2 / year,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline_emissions,MEX,gigatCO2 / year,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline_emissions,RCAM,gigatCO2 / year,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline_emissions,BRA,gigatCO2 / year,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.50321,1.46498,1.60746,1.71852,1.61383,1.45166,1.41567,1.44855,1.45746,1.44855,1.44616,1.44855,1.44919,1.44855,1.44838,1.44855,1.44859,1.44855
baseline_emissions,RSAM,gigatCO2 / year,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline_emissions,NAF,gigatCO2 / year,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline_emissions,WAF,gigatCO2 / year,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline_emissions,EAF,gigatCO2 / year,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline_emissions,SAF,gigatCO2 / year,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline_emissions,WEU,gigatCO2 / year,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline_emissions,CEU,gigatCO2 / year,0.784933,0.762347,0.745368,0.763456,0.797259,0.822302,0.842412,0.864681,0.88096,0.882296,0.871783,0.853515,0.823541,0.780584,0.742087,0.724399,0.720734,0.720467,0.720734,0.720805,0.720734,0.720714,0.720734,0.720739,0.720734,0.720732,0.720734
baseline_emissions,TUR,gigatCO2 / year,0.435783,0.492239,0.52996,0.54215,0.545496,0.558793,0.585767,0.624137,0.66265,0.690832,0.710299,0.725684,0.741595,0.759778,0.770554,0.766044,0.756966,0.754989,0.756966,0.757496,0.756966,0.756824,0.756966,0.757004,0.756966,0.756956,0.756966
baseline_emissions,UKR,gigatCO2 / year,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline_emissions,STAN,gigatCO2 / year,0.485141,0.518309,0.546231,0.555221,0.543363,0.517351,0.506576,0.531944,0.557733,0.553118,0.563493,0.629928,0.69998,0.717626,0.70605,0.699824,0.699875,0.700096,0.699875,0.699816,0.699875,0.699891,0.699875,0.699871,0.699875,0.699877,0.699875
baseline_emissions,RUS,gigatCO2 / year,1.8782,1.99533,2.08462,2.12199,2.11877,2.09491,2.06921,2.05923,2.07853,2.12479,2.13591,2.06415,1.97899,1.9521,1.94692,1.91694,1.88422,1.87755,1.88422,1.886,1.88422,1.88374,1.88422,1.88435,1.88422,1.88418,1.88422
baseline_emissions,ME,gigatCO2 / year,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline_emissions,INDIA,gigatCO2 / year,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline_emissions,KOR,gigatCO2 / year,0.784572,0.832647,0.861087,0.859125,0.839708,0.818118,0.795251,0.768943,0.739179,0.705985,0.667399,0.622676,0.577913,0.539563,0.508661,0.485411,0.472114,0.469775,0.472114,0.47274,0.472114,0.471946,0.472114,0.472159,0.472114,0.472102,0.472114
baseline_emissions,CHN,gigatCO2 / year,11.3913,12.3409,12.977,13.2454,13.25,13.1048,12.805,12.3276,11.6962,10.9422,10.0828,9.15473,8.28772,7.60038,7.07358,6.67263,6.43847,6.397,6.43847,6.44958,6.43847,6.43549,6.43847,6.43927,6.43847,6.43826,6.43847
baseline_emissions,SEAS,gigatCO2 / year,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline_emissions,INDO,gigatCO2 / year,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline_emissions,JAP,gigatCO2 / year,1.06462,1.01508,0.976594,0.957149,0.954205,0.962778,0.978633,0.996273,1.00439,0.993205,0.964772,0.925994,0.891273,0.872112,0.860933,0.848635,0.839121,0.837303,0.839121,0.839609,0.839121,0.838991,0.839121,0.839156,0.839121,0.839112,0.839121
baseline_emissions,OCE,gigatCO2 / year,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline_emissions,RSAS,gigatCO2 / year,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline_emissions,RSAF,gigatCO2 / year,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
MAC_SSP_calibration_factor,Global,dimensionless,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cumulative_baseline_emissions,CAN,gigatCO2,0,2.58312,5.2567,8.07964,11.0189,13.9245,16.7017,19.4587,22.359,25.4451,28.6494,31.8522,34.9512,37.9188,40.8057,43.7189,46.7516,49.9238,53.2155,56.6118,60.1037,63.6801,67.3281,71.0356,74.7909,78.5825,82.3981
cumulative_baseline_emissions,USA,gigatCO2,0,26.4151,51.806,76.6342,101.537,126.836,152.574,178.655,204.907,231.126,257.152,282.938,308.612,334.473,360.769,387.5,414.57,441.96,469.69,497.735,526.052,554.603,583.357,612.28,641.339,670.501,699.731
cumulative_baseline_emissions,MEX,gigatCO2,0,2.90447,5.93031,9.17323,12.6787,16.3707,20.156,24.0355,28.0658,32.2924,36.7159,41.2801,45.917,50.5968,55.3411,60.2167,65.287,70.5673,76.0423,81.6921,87.4976,93.4395,99.4981,105.654,111.887,118.18,124.512
cumulative_baseline_emissions,RCAM,gigatCO2,0,1.55476,3.20306,4.94824,6.80603,8.84238,11.1534,13.8304,16.9262,20.4313,24.2968,28.4655,32.8914,37.5512,42.4303,47.5087,52.7713,58.218,63.8488,69.6491,75.5968,81.6726,87.8588,94.1372,100.489,106.897,113.342
cumulative_baseline_emissions,BRA,gigatCO2,0,7.97147,16.2544,25.2976,35.4419,46.4293,57.5539,67.99,77.1903,85.2059,92.6263,100.307,108.622,116.953,124.617,131.785,138.946,146.211,153.476,160.713,167.949,175.194,182.438,189.68,196.923,204.166,211.408
cumulative_baseline_emissions,RSAM,gigatCO2,0,7.31352,15.253,23.4361,31.814,41.001,51.3227,62.0022,72.1731,81.952,91.921,102.38,113.271,124.307,135.256,146.164,157.174,168.321,179.571,190.906,202.324,213.815,225.368,236.972,248.618,260.294,271.991
cumulative_baseline_emissions,NAF,gigatCO2,0,3.0945,6.51832,10.2036,14.0677,18.0421,22.144,26.5184,31.3276,36.6321,42.3935,48.5165,54.9235,61.6147,68.6295,75.9977,83.7353,91.8506,100.335,109.158,118.276,127.652,137.249,147.031,156.96,167.002,177.118
cumulative_baseline_emissions,WAF,gigatCO2,0,11.3282,26.0513,41.2184,54.6472,67.1628,79.9485,91.9196,102.076,112.035,124.321,140.2,159.971,183.729,211.562,243.596,279.966,320.765,365.9,415.002,467.573,523.164,581.357,641.718,703.815,767.229,831.511
cumulative_baseline_emissions,EAF,gigatCO2,0,1.85235,4.45522,7.42418,10.3617,13.1717,15.9525,18.8251,21.9328,25.478,29.7406,35.0796,41.8818,50.4808,61.0117,73.3282,87.2371,102.722,119.798,138.345,158.165,179.091,200.973,223.651,246.966,270.766,294.883
